"{
    ""acceptableImpedanceThreshold"": 1.0,
    ""batlabToolkitGUIVersion"": ""0.0.1"",
    ""cellPlaylistName"": ""ER-Sentrilock-pulse-discharge"",
    ""chargeCurrentSafetyCutoff"": 4.096,
    ""chargeRate"": 0,
    ""chargeTemperatureCutoff"": 45,
    ""dischargeCurrentSafetyCutoff"": 4.096,
    ""dischargeRate"": 0.320,
    ""dischargeTemperatureCutoff"": 65,
    ""highVoltageCutoff"": 4.2,
    ""impedanceReportingPeriod"": 120000,
    ""lowVoltageCutoff"": 0.5,
    ""numMeasurementCycles"": 1,
    ""numWarmupCycles"": 0,
    ""reportingPeriod"": 2.0,
    ""restPeriod"": 60,
    ""sineWaveFrequency"": 39.0625,
    ""sineWaveMagnitude"": 0.5,
    ""storageDischarge"": 0,
    ""storageDischargeVoltage"": 3.7,
	""trickleEnable"": 0,
	""pulseEnable"": 1,
	""trickleDischrgEngageVoltage"": 2.8 ,
	""trickleChrgEngageVoltage"": 4.05,
	""trickleChrgRate"": 0.5,
	""trickleDischrgRate"": 0.5,
	""pulseDischrgOffTime"": 10,
	""pulseDischrgOffRate"": 0.120, 
	""pulseDischrgOnTime"": 2,
	""pulseChrgOnTime"": 60,
	""pulseChrgOffTime"": 10
}",,,,,,,,,,,,,,,,,,
Cell Name,Batlab SN,Channel,Timestamp (s),Voltage (V),Current (A),Temperature (C),Impedance (Ohm),Energy (J),Charge (Coulombs),Test State,Test Type,Charge Capacity (Coulombs),Energy Capacity (J),Avg Impedance (Ohm),delta Temperature (C),Avg Current (A),Avg Voltage,Runtime (s)
ER2,262193,2,2017-11-15 08:43:23.497632,1.9766,0.2920,16.5335,,0.3546,0.1794,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:25.558524,2.8225,0.3060,16.5265,,1.7509,0.7297,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:27.610029,3.2750,0.1230,16.5335,,2.7906,1.0369,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:29.646698,3.2911,0.1229,16.5265,,3.5896,1.2634,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:31.519714,2.7728,0.3010,15.4205,,1.1361,0.4097,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:31.701169,3.3047,0.1227,16.5195,,4.3714,1.4899,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:34.183907,3.3153,0.1232,16.5195,,5.3731,1.7925,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:34.195939,2.9280,0.3170,15.4205,,3.3732,1.1834,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:36.648110,3.3297,0.1227,16.5125,,6.3758,2.0939,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:36.845609,3.3150,0.1250,15.4277,,4.4942,1.4954,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:38.802395,3.1209,0.3143,16.5195,,8.3819,2.7441,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:38.900630,3.3426,0.1193,15.4277,,5.5384,1.7926,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:40.863651,3.3506,0.1232,16.5195,,9.1890,2.9763,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:40.956871,3.3503,0.1194,15.4277,,6.3224,2.0124,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:42.918359,3.3522,0.1229,16.5265,,10.2098,3.2788,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:43.014590,3.3592,0.1189,15.4277,,7.3257,2.3052,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:44.972768,3.3537,0.1234,16.5125,,10.9939,3.5061,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:45.498181,3.3643,0.1194,15.4420,,8.0919,2.5251,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:47.027739,3.3558,0.1235,16.5125,,11.7744,3.7332,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:47.661878,3.1821,0.3170,15.4420,,10.1447,3.1685,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:49.084110,3.3588,0.1234,16.5195,,12.7929,4.0359,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:49.724086,3.3842,0.1191,15.4635,,11.1940,3.4742,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:51.144870,3.1734,0.3154,16.5195,,14.6191,4.6117,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:51.779367,3.3834,0.1194,15.4921,,11.9636,3.6945,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:53.206258,3.3703,0.1235,16.5125,,15.4215,4.8444,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:53.835021,3.3838,0.1194,15.5207,,12.7279,3.9146,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:55.260607,3.3707,0.1237,16.5125,,16.4460,5.1473,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:55.889560,3.3850,0.1194,15.5350,,13.7294,4.2082,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:57.315349,3.3716,0.1236,16.5056,,17.2289,5.3748,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:43:57.943336,3.3860,0.1195,15.5779,,14.4898,4.4284,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:43:59.369753,3.3728,0.1236,16.5056,,18.0111,5.6026,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:00.281946,3.2161,0.3175,15.6064,,16.9760,5.1945,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:44:01.424295,3.3747,0.1232,16.5125,,19.0358,5.9059,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:02.346173,3.3968,0.1196,15.6278,,17.7833,5.4273,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:44:03.484711,3.2014,0.3154,16.5265,,20.8868,6.4824,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:04.401242,3.3964,0.1194,15.6421,,18.5483,5.6479,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:44:05.546036,3.3828,0.1234,16.5056,,21.9343,6.7913,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:06.456670,3.3964,0.1195,15.6421,,19.5520,5.9416,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:44:07.601233,3.3834,0.1239,16.5125,,22.7200,7.0194,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:08.511552,3.3971,0.1195,15.6634,,20.3135,6.1619,DISCHARGE,,,,,,,
ER2,262193,2,2017-11-15 08:44:09.655575,3.3839,0.1236,16.5195,,23.5035,7.2472,DISCHARGE,,,,,,,
ER3,262193,3,2017-11-15 08:44:10.572669,3.3982,0.1196,15.6563,,21.3170,6.4558,DISCHARGE,,,,,,,
