"{
  ""acceptableImpedanceThreshold"": 1.0,
  ""batlabToolkitGUIVersion"": ""0.0.1"",
  ""cellPlaylistName"": ""Breakin"",
  ""chargeCurrentSafetyCutoff"": 4.096,
  ""chargeRate"": 2.75,
  ""chargeTemperatureCutoff"": 60,
  ""dischargeCurrentSafetyCutoff"": 4.096,
  ""dischargeRate"": 2.5,
  ""dischargeTemperatureCutoff"": 80,
  ""highVoltageCutoff"": 4.2675,
  ""impedanceReportingPeriod"": 120,
  ""lowVoltageCutoff"": 2.4325,
  ""numMeasurementCycles"": 1,
  ""numWarmupCycles"": 0,
  ""reportingPeriod"": 1.0,
  ""restPeriod"": 300,
  ""sineWaveFrequency"": 39.0625,
  ""sineWaveMagnitude"": 2.0,
  ""storageDischarge"": 1,
  ""storageDischargeVoltage"": 3.7,
	""trickleEnable"": 1,
	""pulseEnable"": 0,
	""trickleDischrgEngageVoltage"": 2.8 ,
	""trickleChrgEngageVoltage"": 4.05,
	""trickleChrgRate"": 0.75,
	""trickleDischrgRate"": 0.75

}",,,,,,,,,,,,,,,,,,
Cell Name,Batlab SN,Channel,Timestamp (s),Voltage (V),Current (A),Temperature (C),Impedance (Ohm),Energy (J),Charge (Coulombs),Test State,Test Type,Charge Capacity (Coulombs),Energy Capacity (J),Avg Impedance (Ohm),delta Temperature (C),Avg Current (A),Avg Voltage,Runtime (s)
qwe3,262222,3,2017-12-25 14:15:18.811931,4.1589,0.0000,18.8913,,0.0000,0.0000,PRECHARGE,,,,,,,
qwe3,262222,3,2017-12-25 14:15:18.963962,,,,,,,,PRECHARGE,0.0000,0.0000,0.0000,0.0000,0.0000,4.1589,0.055999
qwe0,262222,0,2017-12-25 14:15:19.583935,3.0512,0.0000,19.9449,,0.0000,0.0000,PRECHARGE,,,,,,,
qwe0,262222,0,2017-12-25 14:15:21.027965,,,,,,,,PRECHARGE,0.0000,0.0000,0.0000,0.0075,0.0000,3.0512,2.312003
qwe1,262222,1,2017-12-25 14:15:19.627933,3.1479,0.0000,19.2044,,0.0000,0.0000,PRECHARGE,,,,,,,
qwe1,262222,1,2017-12-25 14:15:23.091936,,,,,,,,PRECHARGE,0.0000,0.0000,0.0000,0.0148,0.0000,3.1479,4.312003
qwe2,262222,2,2017-12-25 14:15:19.639934,4.1568,0.0000,18.7549,,0.0000,0.0000,PRECHARGE,,,,,,,
qwe2,262222,2,2017-12-25 14:15:25.371970,,,,,,,,PRECHARGE,0.0000,0.0000,0.0000,0.0360,0.0000,4.1568,6.528003
qwe3,262222,3,2017-12-25 14:15:21.995965,4.1589,0.0000,18.9573,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:24.059967,3.0512,0.0000,19.9826,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:26.123968,3.1479,0.0000,19.2339,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:28.403970,4.1568,0.0000,18.7837,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:28.451970,4.1589,0.0000,18.9719,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:28.499976,3.0512,0.0000,19.9901,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:28.547971,3.1479,0.0000,19.2486,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:29.467940,4.1568,0.0000,18.7982,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:29.515940,4.1589,0.0000,18.9646,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:29.563940,3.0512,0.0000,20.0126,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:29.611967,3.1479,0.0000,19.2412,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:30.531943,4.1568,0.0000,18.8125,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:30.579941,4.1589,0.0000,18.9719,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:30.627973,3.0512,0.0000,20.0126,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:30.675943,3.1479,0.0000,19.2412,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:31.595973,4.1568,0.0000,18.8125,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:31.643974,4.1589,0.0000,19.0012,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:31.691975,3.0512,0.0000,20.0051,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:31.739944,3.1479,0.0000,19.2707,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:32.659945,4.1568,0.0000,18.8485,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:32.707943,4.1589,0.0000,18.9792,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:32.755946,3.0512,0.0000,20.0502,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:32.803975,3.1479,0.0000,19.2560,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:33.723945,4.1568,0.0000,18.8485,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:33.771945,4.1589,0.0000,18.9865,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:33.819976,3.0512,0.0000,20.0427,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:33.867976,3.1479,0.0000,19.2707,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:34.791959,4.1568,0.0000,18.8629,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:34.839980,4.1589,0.0000,19.0085,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:34.887945,3.0512,0.0000,20.0502,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:34.935947,3.1479,0.0000,19.2928,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:35.855946,4.1568,0.0000,18.8773,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:35.903977,4.1589,0.0000,19.0451,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:35.951948,3.0512,0.0000,20.0352,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:35.999977,3.1479,0.0000,19.3296,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:36.919947,4.1568,0.0000,18.8916,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:36.967950,4.1589,0.0000,19.0597,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:37.015979,3.0512,0.0000,20.0201,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:37.063980,3.1479,0.0000,19.3517,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:37.983985,4.1568,0.0000,18.9060,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:38.031947,4.1589,0.0000,19.0597,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:38.079978,3.0512,0.0000,20.0577,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:38.127979,3.1479,0.0000,19.3590,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:39.047953,4.1568,0.0000,18.9419,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:39.091980,4.1589,0.0000,19.0451,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:39.143951,3.0512,0.0000,20.0652,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:39.191983,3.1479,0.0000,19.3664,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:40.111980,4.1568,0.0000,18.9419,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe3,262222,3,2017-12-25 14:15:40.159980,4.1589,0.0000,19.0743,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe0,262222,0,2017-12-25 14:15:40.207952,3.0512,0.0000,20.0502,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe1,262222,1,2017-12-25 14:15:40.255980,3.1479,0.0000,19.4031,,0.0000,0.0000,CHARGEREST,,,,,,,
qwe2,262222,2,2017-12-25 14:15:41.175951,4.1568,0.0000,18.9706,,0.0000,0.0000,CHARGEREST,,,,,,,
